flrID,catalog,instruments,beginTime,peakTime,endTime,classType,sourceLocation,activeRegionNum,note,submissionTime,versionId,link,linkedEvents,sentNotifications,data_evento,duracao_minutos,instrumentos
2026-04-25T07:56:00-FLR-001,M2M_CATALOG,[{'displayName': 'GOES-P: EXIS 1.0-8.0'}],2026-04-25 07:56:00+00:00,2026-04-25 07:59:00+00:00,2026-04-25 08:03:00+00:00,M1.3,S05E27,14423.0,,2026-04-25T12:02Z,1,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/FLR/45872/-1,,,2026-04-25,7.0,GOES-P: EXIS 1.0-8.0
2026-04-25T14:22:00-FLR-001,M2M_CATALOG,[{'displayName': 'GOES-P: EXIS 1.0-8.0'}],2026-04-25 14:22:00+00:00,2026-04-25 14:30:00+00:00,2026-04-25 14:32:00+00:00,M1.1,N07E70,14425.0,,2026-04-25T15:18Z,2,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/FLR/45873/-1,,,2026-04-25,10.0,GOES-P: EXIS 1.0-8.0
2026-04-26T00:08:00-FLR-001,M2M_CATALOG,[{'displayName': 'GOES-P: EXIS 1.0-8.0'}],2026-04-26 00:08:00+00:00,2026-04-26 00:23:00+00:00,2026-04-26 00:35:00+00:00,M1.3,N06E64,14425.0,,2026-04-26T00:48Z,1,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/FLR/45885/-1,[{'activityID': '2026-04-26T01:48:00-CME-001'}],,2026-04-26,27.0,GOES-P: EXIS 1.0-8.0
2026-04-26T13:54:00-FLR-001,M2M_CATALOG,[{'displayName': 'GOES-P: EXIS 1.0-8.0'}],2026-04-26 13:54:00+00:00,2026-04-26 14:03:00+00:00,2026-04-26 14:08:00+00:00,M1.4,N15W15,14420.0,,2026-04-26T14:20Z,1,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/FLR/45889/-1,,,2026-04-26,14.0,GOES-P: EXIS 1.0-8.0
2026-04-26T19:18:00-FLR-001,M2M_CATALOG,[{'displayName': 'GOES-P: EXIS 1.0-8.0'}],2026-04-26 19:18:00+00:00,2026-04-26 19:24:00+00:00,2026-04-26 19:27:00+00:00,M1.7,N17W14,14420.0,"There is a simultaneous, longer duration significant flare from Active region 14425 (N06E52) contributing to this event.",2026-04-26T20:00Z,4,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/FLR/45897/-1,,,2026-04-26,9.0,GOES-P: EXIS 1.0-8.0
2026-04-26T19:54:00-FLR-001,M2M_CATALOG,[{'displayName': 'GOES-P: EXIS 1.0-8.0'}],2026-04-26 19:54:00+00:00,2026-04-26 20:04:00+00:00,2026-04-26 20:07:00+00:00,M2.2,N06E52,14425.0,,2026-04-26T20:13Z,1,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/FLR/45898/-1,,,2026-04-26,13.0,GOES-P: EXIS 1.0-8.0
2026-04-26T22:51:00-FLR-001,M2M_CATALOG,[{'displayName': 'GOES-P: EXIS 1.0-8.0'}],2026-04-26 22:51:00+00:00,2026-04-26 22:57:00+00:00,2026-04-26 23:02:00+00:00,M6.0,N15W18,14420.0,,2026-04-26T23:10Z,2,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/FLR/45899/-1,,"[{'messageID': '20260426-AL-001', 'messageIssueTime': '2026-04-26T23:02Z', 'messageURL': 'https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/Alert/45900/1'}, {'messageID': '20260426-AL-002', 'messageIssueTime': '2026-04-26T23:11Z', 'messageURL': 'https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/Alert/45902/1'}]",2026-04-26,11.0,GOES-P: EXIS 1.0-8.0
2026-04-27T06:39:00-FLR-001,M2M_CATALOG,[{'displayName': 'GOES-P: EXIS 1.0-8.0'}],2026-04-27 06:39:00+00:00,2026-04-27 06:45:00+00:00,2026-04-27 06:50:00+00:00,M1.0,N06E44,14425.0,,2026-04-27T11:02Z,1,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/FLR/45905/-1,,,2026-04-27,11.0,GOES-P: EXIS 1.0-8.0
2026-04-28T12:17:00-FLR-001,M2M_CATALOG,[{'displayName': 'GOES-P: EXIS 1.0-8.0'}],2026-04-28 12:17:00+00:00,2026-04-28 12:23:00+00:00,2026-04-28 12:29:00+00:00,M1.0,N14W39,14420.0,,2026-04-28T12:36Z,1,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/FLR/45914/-1,,,2026-04-28,12.0,GOES-P: EXIS 1.0-8.0
2026-04-28T13:49:00-FLR-001,M2M_CATALOG,[{'displayName': 'GOES-P: EXIS 1.0-8.0'}],2026-04-28 13:49:00+00:00,2026-04-28 13:53:00+00:00,2026-04-28 13:55:00+00:00,M1.5,N16W38,14420.0,,2026-04-28T14:07Z,1,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/FLR/45915/-1,,,2026-04-28,6.0,GOES-P: EXIS 1.0-8.0
2026-04-28T14:03:00-FLR-001,M2M_CATALOG,[{'displayName': 'GOES-P: EXIS 1.0-8.0'}],2026-04-28 14:03:00+00:00,2026-04-28 14:07:00+00:00,2026-04-28 14:09:00+00:00,M1.1,N16W40,14420.0,,2026-04-28T14:22Z,1,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/FLR/45916/-1,,,2026-04-28,6.0,GOES-P: EXIS 1.0-8.0
2026-05-02T10:44:00-FLR-001,M2M_CATALOG,[{'displayName': 'GOES-P: EXIS 1.0-8.0'}],2026-05-02 10:44:00+00:00,2026-05-02 11:04:00+00:00,2026-05-02 11:26:00+00:00,C4.0,N16W75,14420.0,,2026-05-04T15:41Z,2,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/FLR/45955/-1,[{'activityID': '2026-05-02T11:24:00-CME-001'}],,2026-05-02,42.0,GOES-P: EXIS 1.0-8.0
2026-05-02T18:30:00-FLR-001,M2M_CATALOG,[{'displayName': 'GOES-P: EXIS 1.0-8.0'}],2026-05-02 18:30:00+00:00,2026-05-02 18:38:00+00:00,2026-05-02 18:42:00+00:00,C8.7,N16W90,14420.0,,2026-05-02T22:12Z,1,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/FLR/45968/-1,[{'activityID': '2026-05-02T19:00:00-CME-001'}],,2026-05-02,12.0,GOES-P: EXIS 1.0-8.0
2026-05-04T01:13:00-FLR-001,M2M_CATALOG,[{'displayName': 'GOES-P: EXIS 1.0-8.0'}],2026-05-04 01:13:00+00:00,2026-05-04 01:33:00+00:00,2026-05-04 01:44:00+00:00,M1.8,N17W80,14424.0,,2026-05-04T01:50Z,1,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/FLR/45975/-1,,,2026-05-04,31.0,GOES-P: EXIS 1.0-8.0
2026-05-07T14:20:00-FLR-001,M2M_CATALOG,[{'displayName': 'GOES-P: EXIS 1.0-8.0'}],2026-05-07 14:20:00+00:00,2026-05-07 15:14:00+00:00,2026-05-07 15:40:00+00:00,M2.6,N18E90,,Eruption from an active region currently located around the east limb. Approximate location around E110-E100 as observed from Solar Orbiter EUI 195 at 2026-05-07T00:01Z and rotation of the sun since that image was taken.,2026-05-07T15:48Z,2,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/FLR/46028/-1,[{'activityID': '2026-05-07T15:23:00-CME-001'}],,2026-05-07,80.0,GOES-P: EXIS 1.0-8.0
