flrID,catalog,instruments,beginTime,peakTime,endTime,classType,sourceLocation,activeRegionNum,note,submissionTime,versionId,link,linkedEvents,sentNotifications,data_evento,duracao_minutos,instrumentos
2026-01-01T02:15:00-FLR-001,M2M_CATALOG,[{'displayName': 'GOES-P: EXIS 1.0-8.0'}],2026-01-01 02:15:00+00:00,2026-01-01 02:25:00+00:00,2026-01-01 02:33:00+00:00,C9.6,S10E03,14325.0,,2026-01-01T18:32Z,1,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/FLR/43712/-1,[{'activityID': '2026-01-01T03:53:00-CME-001'}],,2026-01-01,18.0,GOES-P: EXIS 1.0-8.0
2026-01-01T17:27:00-FLR-001,M2M_CATALOG,[{'displayName': 'GOES-P: EXIS 1.0-8.0'}],2026-01-01 17:27:00+00:00,2026-01-01 17:59:00+00:00,2026-01-01 18:30:00+00:00,C6.2,N24E01,14324.0,,2026-01-01T21:18Z,1,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/FLR/43718/-1,[{'activityID': '2026-01-01T19:36:00-CME-001'}],,2026-01-01,63.0,GOES-P: EXIS 1.0-8.0
2026-01-06T00:10:00-FLR-001,M2M_CATALOG,[{'displayName': 'GOES-P: EXIS 1.0-8.0'}],2026-01-06 00:10:00+00:00,2026-01-06 00:26:00+00:00,2026-01-06 00:50:00+00:00,C2.2,S15E33,14334.0,,2026-01-06T20:06Z,2,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/FLR/43771/-1,[{'activityID': '2026-01-06T02:00:00-CME-001'}],,2026-01-06,40.0,GOES-P: EXIS 1.0-8.0
2026-01-06T15:43:00-FLR-001,M2M_CATALOG,[{'displayName': 'GOES-P: EXIS 1.0-8.0'}],2026-01-06 15:43:00+00:00,2026-01-06 15:55:00+00:00,2026-01-06 16:04:00+00:00,C4.0,S13E25,14334.0,,2026-01-06T22:30Z,1,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/FLR/43786/-1,[{'activityID': '2026-01-06T16:38:00-CME-001'}],,2026-01-06,21.0,GOES-P: EXIS 1.0-8.0
2026-01-07T03:44:00-FLR-001,M2M_CATALOG,[{'displayName': 'GOES-P: EXIS 1.0-8.0'}],2026-01-07 03:44:00+00:00,2026-01-07 03:54:00+00:00,2026-01-07 03:57:00+00:00,C2.9,S15E18,14334.0,,2026-01-07T14:13Z,1,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/FLR/43791/-1,[{'activityID': '2026-01-07T04:23:00-CME-001'}],,2026-01-07,13.0,GOES-P: EXIS 1.0-8.0
2026-01-07T06:06:00-FLR-001,M2M_CATALOG,[{'displayName': 'GOES-P: EXIS 1.0-8.0'}],2026-01-07 06:06:00+00:00,2026-01-07 06:12:00+00:00,2026-01-07 06:14:00+00:00,C7.4,S15E16,14334.0,,2026-01-12T02:44Z,2,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/FLR/43808/-1,[{'activityID': '2026-01-07T06:53:00-CME-001'}],,2026-01-07,8.0,GOES-P: EXIS 1.0-8.0
2026-01-08T05:24:00-FLR-001,M2M_CATALOG,[{'displayName': 'GOES-P: EXIS 1.0-8.0'}],2026-01-08 05:24:00+00:00,2026-01-08 05:42:00+00:00,2026-01-08 05:49:00+00:00,C4.4,S18E05,14334.0,,2026-01-08T13:32Z,1,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/FLR/43818/-1,[{'activityID': '2026-01-08T05:53:00-CME-001'}],,2026-01-08,25.0,GOES-P: EXIS 1.0-8.0
2026-01-08T16:18:00-FLR-001,M2M_CATALOG,[{'displayName': 'GOES-P: EXIS 1.0-8.0'}],2026-01-08 16:18:00+00:00,2026-01-08 17:30:00+00:00,2026-01-08 18:46:00+00:00,C5.6,S18E03,14334.0,,2026-01-08T22:26Z,2,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/FLR/43838/-1,[{'activityID': '2026-01-08T17:00:00-CME-001'}],,2026-01-08,148.0,GOES-P: EXIS 1.0-8.0
2026-01-08T19:45:00-FLR-001,M2M_CATALOG,[{'displayName': 'GOES-P: EXIS 1.0-8.0'}],2026-01-08 19:45:00+00:00,2026-01-08 19:56:00+00:00,2026-01-08 20:07:00+00:00,C3.4,S14W04,14334.0,,2026-01-09T17:47Z,1,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/FLR/43866/-1,[{'activityID': '2026-01-08T21:48:00-CME-001'}],,2026-01-08,22.0,GOES-P: EXIS 1.0-8.0
2026-01-10T19:31:00-FLR-001,M2M_CATALOG,[{'displayName': 'GOES-P: EXIS 1.0-8.0'}],2026-01-10 19:31:00+00:00,2026-01-10 19:42:00+00:00,2026-01-10 20:00:00+00:00,C2.1,S16W04,14339.0,,2026-01-11T02:28Z,1,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/FLR/43894/-1,"[{'activityID': '2026-01-10T20:36:00-CME-001'}, {'activityID': '2026-01-10T20:48:00-CME-001'}]",,2026-01-10,29.0,GOES-P: EXIS 1.0-8.0
2026-01-11T21:53:00-FLR-001,M2M_CATALOG,[{'displayName': 'GOES-P: EXIS 1.0-8.0'}],2026-01-11 21:53:00+00:00,2026-01-11 23:14:00+00:00,2026-01-12 00:31:00+00:00,M3.3,S10E90,14341.0,This flare originates from beyond the east limb as seen from SDO AIA imagery and is likely occulted. Active Region 14341 was numbered on 2026-01-14.,2026-01-14T17:12Z,3,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/FLR/43907/-1,[{'activityID': '2026-01-11T22:45:00-CME-001'}],,2026-01-11,158.0,GOES-P: EXIS 1.0-8.0
2026-01-14T20:10:00-FLR-001,M2M_CATALOG,[{'displayName': 'GOES-P: EXIS 1.0-8.0'}],2026-01-14 20:10:00+00:00,2026-01-14 20:33:00+00:00,2026-01-14 20:52:00+00:00,M1.6,S14E70,14341.0,,2026-01-14T20:57Z,1,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/FLR/43960/-1,,,2026-01-14,42.0,GOES-P: EXIS 1.0-8.0
2026-01-14T23:33:00-FLR-001,M2M_CATALOG,[{'displayName': 'GOES-P: EXIS 1.0-8.0'}],2026-01-14 23:33:00+00:00,2026-01-14 23:56:00+00:00,2026-01-15 00:27:00+00:00,C3.8,N15E05,14340.0,,2026-01-15T03:05Z,1,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/FLR/43961/-1,[{'activityID': '2026-01-15T00:36:00-CME-001'}],,2026-01-14,54.0,GOES-P: EXIS 1.0-8.0
2026-01-16T08:47:00-FLR-001,M2M_CATALOG,[{'displayName': 'GOES-P: EXIS 1.0-8.0'}],2026-01-16 08:47:00+00:00,2026-01-16 09:09:00+00:00,2026-01-16 09:22:00+00:00,C6.6,S17E58,14345.0,,2026-01-16T13:19Z,1,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/FLR/43983/-1,[{'activityID': '2026-01-16T09:38:00-CME-001'}],,2026-01-16,35.0,GOES-P: EXIS 1.0-8.0
2026-01-17T02:42:00-FLR-001,M2M_CATALOG,[{'displayName': 'GOES-P: EXIS 1.0-8.0'}],2026-01-17 02:42:00+00:00,2026-01-17 02:46:00+00:00,2026-01-17 02:48:00+00:00,C4.7,S09W88,14336.0,,2026-01-17T18:32Z,1,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/FLR/43994/-1,[{'activityID': '2026-01-17T03:00:00-CME-001'}],,2026-01-17,6.0,GOES-P: EXIS 1.0-8.0
2026-01-17T10:19:00-FLR-001,M2M_CATALOG,[{'displayName': 'GOES-P: EXIS 1.0-8.0'}],2026-01-17 10:19:00+00:00,2026-01-17 10:29:00+00:00,2026-01-17 10:32:00+00:00,M2.1,S07E36,14341.0,,2026-01-17T13:31Z,1,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/FLR/43991/-1,,,2026-01-17,13.0,GOES-P: EXIS 1.0-8.0
2026-01-17T23:46:00-FLR-001,M2M_CATALOG,[{'displayName': 'GOES-P: EXIS 1.0-8.0'}],2026-01-17 23:46:00+00:00,2026-01-17 23:51:00+00:00,2026-01-17 23:54:00+00:00,M1.1,S10E30,14341.0,,2026-01-18T00:14Z,1,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/FLR/44003/-1,,,2026-01-17,8.0,GOES-P: EXIS 1.0-8.0
2026-01-18T17:27:00-FLR-001,M2M_CATALOG,[{'displayName': 'GOES-P: EXIS 1.0-8.0'}],2026-01-18 17:27:00+00:00,2026-01-18 18:09:00+00:00,2026-01-18 18:51:00+00:00,X1.9,S15E20,14341.0,,2026-01-18T19:56Z,2,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/FLR/44029/-1,"[{'activityID': '2026-01-18T18:09:00-CME-001'}, {'activityID': '2026-01-18T22:33:00-SEP-001'}, {'activityID': '2026-01-18T22:55:00-SEP-001'}, {'activityID': '2026-01-19T02:57:00-SEP-001'}, {'activityID': '2026-01-19T04:15:00-SEP-001'}, {'activityID': '2026-01-19T04:36:00-SEP-001'}, {'activityID': '2026-01-19T06:05:00-SEP-001'}, {'activityID': '2026-01-19T06:39:00-SEP-001'}, {'activityID': '2026-01-19T10:58:00-SEP-001'}, {'activityID': '2026-01-21T03:00:00-SEP-001'}]","[{'messageID': '20260118-AL-004', 'messageIssueTime': '2026-01-18T18:27Z', 'messageURL': 'https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/Alert/44030/1'}, {'messageID': '20260120-AL-003', 'messageIssueTime': '2026-01-20T13:08Z', 'messageURL': 'https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/Alert/44089/1'}]",2026-01-18,84.0,GOES-P: EXIS 1.0-8.0
2026-01-19T11:09:00-FLR-001,M2M_CATALOG,[{'displayName': 'GOES-P: EXIS 1.0-8.0'}],2026-01-19 11:09:00+00:00,2026-01-19 11:19:00+00:00,2026-01-19 11:22:00+00:00,M1.1,S17E17,14345.0,,2026-01-19T14:02Z,1,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/FLR/44051/-1,[{'activityID': '2026-01-18T22:55:00-SEP-001'}],,2026-01-19,13.0,GOES-P: EXIS 1.0-8.0
2026-01-20T05:28:00-FLR-001,M2M_CATALOG,[{'displayName': 'GOES-P: EXIS 1.0-8.0'}],2026-01-20 05:28:00+00:00,2026-01-20 05:32:00+00:00,2026-01-20 05:34:00+00:00,C2.1,S10E70,14349.0,,2026-01-20T18:03Z,1,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/FLR/44093/-1,[{'activityID': '2026-01-20T06:36:00-CME-001'}],,2026-01-20,6.0,GOES-P: EXIS 1.0-8.0
2026-01-21T01:15:00-FLR-001,M2M_CATALOG,[{'displayName': 'GOES-P: EXIS 1.0-8.0'}],2026-01-21 01:15:00+00:00,2026-01-21 01:41:00+00:00,2026-01-21 01:58:00+00:00,M1.1,S15W08,14345.0,,2026-01-21T02:17Z,1,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/FLR/44106/-1,,,2026-01-21,43.0,GOES-P: EXIS 1.0-8.0
2026-01-21T06:53:00-FLR-001,M2M_CATALOG,[{'displayName': 'GOES-P: EXIS 1.0-8.0'}],2026-01-21 06:53:00+00:00,2026-01-21 07:12:00+00:00,2026-01-21 07:22:00+00:00,M3.4,S17E60,14349.0,,2026-01-21T12:09Z,1,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/FLR/44109/-1,,,2026-01-21,29.0,GOES-P: EXIS 1.0-8.0
2026-01-25T10:12:00-FLR-001,M2M_CATALOG,[{'displayName': 'GOES-P: EXIS 1.0-8.0'}],2026-01-25 10:12:00+00:00,2026-01-25 10:30:00+00:00,2026-01-25 10:41:00+00:00,C6.3,S05W27,14351.0,,2026-01-25T20:31Z,1,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/FLR/44209/-1,[{'activityID': '2026-01-25T12:00:00-CME-001'}],,2026-01-25,29.0,GOES-P: EXIS 1.0-8.0
2026-01-25T19:06:00-FLR-001,M2M_CATALOG,[{'displayName': 'GOES-P: EXIS 1.0-8.0'}],2026-01-25 19:06:00+00:00,2026-01-25 20:25:00+00:00,2026-01-25 21:00:00+00:00,C3.1,S16W66,14345.0,,2026-01-26T02:19Z,2,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/FLR/44212/-1,[{'activityID': '2026-01-25T20:12:00-CME-001'}],,2026-01-25,114.0,GOES-P: EXIS 1.0-8.0
2026-01-25T21:36:00-FLR-001,M2M_CATALOG,[{'displayName': 'GOES-P: EXIS 1.0-8.0'}],2026-01-25 21:36:00+00:00,2026-01-25 21:43:00+00:00,2026-01-25 21:47:00+00:00,C7.9,N18W70,14342.0,,2026-01-26T01:56Z,1,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/FLR/44218/-1,[{'activityID': '2026-01-25T21:48:00-CME-001'}],,2026-01-25,11.0,GOES-P: EXIS 1.0-8.0
2026-01-27T09:39:00-FLR-001,M2M_CATALOG,[{'displayName': 'GOES-P: EXIS 1.0-8.0'}],2026-01-27 09:39:00+00:00,2026-01-27 09:43:00+00:00,2026-01-27 09:45:00+00:00,C2.9,S23E90,,,2026-01-27T19:20Z,1,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/FLR/44236/-1,[{'activityID': '2026-01-27T10:36:00-CME-001'}],,2026-01-27,6.0,GOES-P: EXIS 1.0-8.0
2026-01-29T14:04:00-FLR-001,M2M_CATALOG,[{'displayName': 'GOES-P: EXIS 1.0-8.0'}],2026-01-29 14:04:00+00:00,2026-01-29 14:31:00+00:00,2026-01-29 14:50:00+00:00,C1.2,N18W61,14350.0,,2026-01-29T17:30Z,1,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/FLR/44276/-1,[{'activityID': '2026-01-29T15:00:00-CME-001'}],,2026-01-29,46.0,GOES-P: EXIS 1.0-8.0
2026-01-31T04:49:00-FLR-001,M2M_CATALOG,[{'displayName': 'GOES-P: EXIS 1.0-8.0'}],2026-01-31 04:49:00+00:00,2026-01-31 05:12:00+00:00,2026-01-31 05:26:00+00:00,C6.0,S04W107,14351.0,"Occulted flare from behind the W limb as seen from SDO AIA 131. The flare and associated eruption are seen in STEREO A EUV imagery at 2026-01-31T04:49Z, located in former Active Region 4351 (S04W55 as seen from STEREO A).",2026-01-31T18:04Z,1,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/FLR/44300/-1,[{'activityID': '2026-01-31T05:12:00-CME-001'}],,2026-01-31,37.0,GOES-P: EXIS 1.0-8.0
2026-01-31T18:21:00-FLR-001,M2M_CATALOG,[{'displayName': 'GOES-P: EXIS 1.0-8.0'}],2026-01-31 18:21:00+00:00,2026-01-31 18:33:00+00:00,2026-01-31 18:41:00+00:00,C7.0,N16E56,14366.0,,2026-02-01T02:09Z,1,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/FLR/44317/-1,[{'activityID': '2026-02-01T12:48:00-CME-001'}],,2026-01-31,20.0,GOES-P: EXIS 1.0-8.0
2026-02-01T01:52:00-FLR-001,M2M_CATALOG,[{'displayName': 'GOES-P: EXIS 1.0-8.0'}],2026-02-01 01:52:00+00:00,2026-02-01 02:05:00+00:00,2026-02-01 02:12:00+00:00,M1.7,N13E46,14366.0,,2026-02-01T02:20Z,1,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/FLR/44318/-1,,,2026-02-01,20.0,GOES-P: EXIS 1.0-8.0
2026-02-01T03:31:00-FLR-001,M2M_CATALOG,[{'displayName': 'GOES-P: EXIS 1.0-8.0'}],2026-02-01 03:31:00+00:00,2026-02-01 03:41:00+00:00,2026-02-01 03:50:00+00:00,M1.0,N15E47,14366.0,,2026-02-01T14:16Z,1,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/FLR/44335/-1,,,2026-02-01,19.0,GOES-P: EXIS 1.0-8.0
2026-02-01T04:08:00-FLR-001,M2M_CATALOG,[{'displayName': 'GOES-P: EXIS 1.0-8.0'}],2026-02-01 04:08:00+00:00,2026-02-01 04:20:00+00:00,2026-02-01 04:35:00+00:00,M1.9,N13E46,14366.0,,2026-02-01T14:18Z,1,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/FLR/44336/-1,,,2026-02-01,27.0,GOES-P: EXIS 1.0-8.0
2026-02-01T09:53:00-FLR-001,M2M_CATALOG,[{'displayName': 'GOES-P: EXIS 1.0-8.0'}],2026-02-01 09:53:00+00:00,2026-02-01 10:02:00+00:00,2026-02-01 10:06:00+00:00,M6.6,N13E43,14366.0,,2026-02-01T13:26Z,2,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/FLR/44322/-1,,"[{'messageID': '20260201-AL-002', 'messageIssueTime': '2026-02-01T10:05Z', 'messageURL': 'https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/Alert/44323/1'}, {'messageID': '20260201-AL-006', 'messageIssueTime': '2026-02-01T13:28Z', 'messageURL': 'https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/Alert/44330/1'}]",2026-02-01,13.0,GOES-P: EXIS 1.0-8.0
2026-02-01T10:09:00-FLR-001,M2M_CATALOG,[{'displayName': 'GOES-P: EXIS 1.0-8.0'}],2026-02-01 10:09:00+00:00,2026-02-01 10:13:00+00:00,2026-02-01 10:17:00+00:00,M2.8,N13E43,14366.0,,2026-02-01T14:29Z,1,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/FLR/44337/-1,,,2026-02-01,8.0,GOES-P: EXIS 1.0-8.0
2026-02-01T10:28:00-FLR-001,M2M_CATALOG,[{'displayName': 'GOES-P: EXIS 1.0-8.0'}],2026-02-01 10:28:00+00:00,2026-02-01 10:42:00+00:00,2026-02-01 10:50:00+00:00,M2.4,N13E43,14366.0,,2026-02-01T14:00Z,1,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/FLR/44334/-1,,,2026-02-01,22.0,GOES-P: EXIS 1.0-8.0
2026-02-01T11:52:00-FLR-001,M2M_CATALOG,[{'displayName': 'GOES-P: EXIS 1.0-8.0'}],2026-02-01 11:52:00+00:00,2026-02-01 12:12:00+00:00,2026-02-01 12:20:00+00:00,M6.7,N13E42,14366.0,,2026-02-01T13:30Z,2,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/FLR/44324/-1,,"[{'messageID': '20260201-AL-003', 'messageIssueTime': '2026-02-01T12:17Z', 'messageURL': 'https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/Alert/44325/1'}, {'messageID': '20260201-AL-007', 'messageIssueTime': '2026-02-01T13:31Z', 'messageURL': 'https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/Alert/44331/1'}]",2026-02-01,28.0,GOES-P: EXIS 1.0-8.0
2026-02-01T12:25:00-FLR-001,M2M_CATALOG,[{'displayName': 'GOES-P: EXIS 1.0-8.0'}],2026-02-01 12:25:00+00:00,2026-02-01 12:33:00+00:00,2026-02-01 12:37:00+00:00,X1.0,N13E42,14366.0,,2026-02-01T13:35Z,2,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/FLR/44326/-1,,"[{'messageID': '20260201-AL-004', 'messageIssueTime': '2026-02-01T12:55Z', 'messageURL': 'https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/Alert/44327/1'}, {'messageID': '20260201-AL-008', 'messageIssueTime': '2026-02-01T13:35Z', 'messageURL': 'https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/Alert/44332/1'}]",2026-02-01,12.0,GOES-P: EXIS 1.0-8.0
2026-02-01T12:44:00-FLR-001,M2M_CATALOG,[{'displayName': 'GOES-P: EXIS 1.0-8.0'}],2026-02-01 12:44:00+00:00,2026-02-01 12:50:00+00:00,2026-02-01 12:56:00+00:00,M5.8,N13E41,14366.0,,2026-02-01T13:37Z,2,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/FLR/44328/-1,,"[{'messageID': '20260201-AL-005', 'messageIssueTime': '2026-02-01T12:55Z', 'messageURL': 'https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/Alert/44329/1'}, {'messageID': '20260201-AL-009', 'messageIssueTime': '2026-02-01T13:38Z', 'messageURL': 'https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/Alert/44333/1'}]",2026-02-01,12.0,GOES-P: EXIS 1.0-8.0
2026-02-01T13:52:00-FLR-001,M2M_CATALOG,[{'displayName': 'GOES-P: EXIS 1.0-8.0'}],2026-02-01 13:52:00+00:00,2026-02-01 13:59:00+00:00,2026-02-01 14:04:00+00:00,M1.2,N14E43,14366.0,,2026-02-01T15:44Z,1,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/FLR/44339/-1,,,2026-02-01,12.0,GOES-P: EXIS 1.0-8.0
2026-02-01T14:18:00-FLR-001,M2M_CATALOG,[{'displayName': 'GOES-P: EXIS 1.0-8.0'}],2026-02-01 14:18:00+00:00,2026-02-01 14:25:00+00:00,2026-02-01 14:29:00+00:00,M1.5,N13E40,14366.0,,2026-02-01T15:10Z,1,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/FLR/44338/-1,,,2026-02-01,11.0,GOES-P: EXIS 1.0-8.0
2026-02-01T15:37:00-FLR-001,M2M_CATALOG,[{'displayName': 'GOES-P: EXIS 1.0-8.0'}],2026-02-01 15:37:00+00:00,2026-02-01 15:48:00+00:00,2026-02-01 15:57:00+00:00,M1.5,N13E40,14366.0,,2026-02-01T16:32Z,1,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/FLR/44343/-1,,,2026-02-01,20.0,GOES-P: EXIS 1.0-8.0
2026-02-01T15:57:00-FLR-001,M2M_CATALOG,[{'displayName': 'GOES-P: EXIS 1.0-8.0'}],2026-02-01 15:57:00+00:00,2026-02-01 16:05:00+00:00,2026-02-01 16:16:00+00:00,M5.1,N15E42,14366.0,,2026-02-01T16:30Z,2,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/FLR/44340/-1,,"[{'messageID': '20260201-AL-010', 'messageIssueTime': '2026-02-01T16:25Z', 'messageURL': 'https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/Alert/44341/1'}, {'messageID': '20260201-AL-011', 'messageIssueTime': '2026-02-01T16:30Z', 'messageURL': 'https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/Alert/44342/1'}]",2026-02-01,19.0,GOES-P: EXIS 1.0-8.0
2026-02-01T16:47:00-FLR-001,M2M_CATALOG,[{'displayName': 'GOES-P: EXIS 1.0-8.0'}],2026-02-01 16:47:00+00:00,2026-02-01 16:51:00+00:00,2026-02-01 17:16:00+00:00,M1.2,N13E39,14366.0,,2026-02-01T18:56Z,1,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/FLR/44347/-1,,,2026-02-01,29.0,GOES-P: EXIS 1.0-8.0
2026-02-01T17:32:00-FLR-001,M2M_CATALOG,[{'displayName': 'GOES-P: EXIS 1.0-8.0'}],2026-02-01 17:32:00+00:00,2026-02-01 17:35:00+00:00,2026-02-01 17:40:00+00:00,M1.1,N13E40,14366.0,,2026-02-01T18:48Z,1,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/FLR/44344/-1,,,2026-02-01,8.0,GOES-P: EXIS 1.0-8.0
2026-02-01T17:43:00-FLR-001,M2M_CATALOG,[{'displayName': 'GOES-P: EXIS 1.0-8.0'}],2026-02-01 17:43:00+00:00,2026-02-01 17:58:00+00:00,2026-02-01 18:15:00+00:00,M2.5,N13E38,14366.0,,2026-02-01T18:52Z,1,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/FLR/44345/-1,,,2026-02-01,32.0,GOES-P: EXIS 1.0-8.0
2026-02-01T18:15:00-FLR-001,M2M_CATALOG,[{'displayName': 'GOES-P: EXIS 1.0-8.0'}],2026-02-01 18:15:00+00:00,2026-02-01 18:19:00+00:00,2026-02-01 18:22:00+00:00,M2.1,N13E38,14366.0,,2026-02-01T18:54Z,1,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/FLR/44346/-1,,,2026-02-01,7.0,GOES-P: EXIS 1.0-8.0
2026-02-01T18:48:00-FLR-001,M2M_CATALOG,[{'displayName': 'GOES-P: EXIS 1.0-8.0'}],2026-02-01 18:48:00+00:00,2026-02-01 18:56:00+00:00,2026-02-01 19:02:00+00:00,M1.9,N13E38,14366.0,,2026-02-01T19:10Z,1,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/FLR/44348/-1,,,2026-02-01,14.0,GOES-P: EXIS 1.0-8.0
2026-02-01T19:12:00-FLR-001,M2M_CATALOG,[{'displayName': 'GOES-P: EXIS 1.0-8.0'}],2026-02-01 19:12:00+00:00,2026-02-01 19:22:00+00:00,2026-02-01 19:34:00+00:00,M1.8,N13E38,14366.0,,2026-02-01T20:44Z,1,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/FLR/44357/-1,,,2026-02-01,22.0,GOES-P: EXIS 1.0-8.0
2026-02-01T20:20:00-FLR-001,M2M_CATALOG,[{'displayName': 'GOES-P: EXIS 1.0-8.0'}],2026-02-01 20:20:00+00:00,2026-02-01 20:30:00+00:00,2026-02-01 20:39:00+00:00,M2.2,N13E36,14366.0,,2026-02-01T21:07Z,1,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/FLR/44358/-1,,,2026-02-01,19.0,GOES-P: EXIS 1.0-8.0
2026-02-01T23:12:00-FLR-001,M2M_CATALOG,[{'displayName': 'GOES-P: EXIS 1.0-8.0'}],2026-02-01 23:12:00+00:00,2026-02-01 23:27:00+00:00,2026-02-01 23:44:00+00:00,M1.3,N13E35,14366.0,,2026-02-01T23:53Z,1,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/FLR/44360/-1,,,2026-02-01,32.0,GOES-P: EXIS 1.0-8.0
2026-02-01T23:44:00-FLR-001,M2M_CATALOG,[{'displayName': 'GOES-P: EXIS 1.0-8.0'}],2026-02-01 23:44:00+00:00,2026-02-01 23:57:00+00:00,2026-02-02 00:04:00+00:00,X8.1,N13E35,14366.0,,2026-02-02T00:10Z,2,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/FLR/44361/-1,[{'activityID': '2026-02-02T00:48:00-CME-001'}],"[{'messageID': '20260202-AL-001', 'messageIssueTime': '2026-02-02T00:01Z', 'messageURL': 'https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/Alert/44362/1'}, {'messageID': '20260202-AL-002', 'messageIssueTime': '2026-02-02T00:11Z', 'messageURL': 'https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/Alert/44363/1'}]",2026-02-01,20.0,GOES-P: EXIS 1.0-8.0
2026-02-02T00:31:00-FLR-001,M2M_CATALOG,[{'displayName': 'GOES-P: EXIS 1.0-8.0'}],2026-02-02 00:31:00+00:00,2026-02-02 00:36:00+00:00,2026-02-02 00:40:00+00:00,X2.8,N13E35,14366.0,,2026-02-02T00:55Z,2,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/FLR/44364/-1,[{'activityID': '2026-02-02T00:48:00-CME-001'}],"[{'messageID': '20260202-AL-003', 'messageIssueTime': '2026-02-02T00:41Z', 'messageURL': 'https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/Alert/44365/1'}, {'messageID': '20260202-AL-004', 'messageIssueTime': '2026-02-02T00:57Z', 'messageURL': 'https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/Alert/44366/1'}]",2026-02-02,9.0,GOES-P: EXIS 1.0-8.0
2026-02-02T02:35:00-FLR-001,M2M_CATALOG,[{'displayName': 'GOES-P: EXIS 1.0-8.0'}],2026-02-02 02:35:00+00:00,2026-02-02 02:42:00+00:00,2026-02-02 02:44:00+00:00,M4.4,N13E35,14366.0,,2026-02-02T02:58Z,1,https://webtools.ccmc.gsfc.nasa.gov/DONKI/view/FLR/44369/-1,,,2026-02-02,9.0,GOES-P: EXIS 1.0-8.0
